timestamp,rule_capital_usdt,ml_capital_usdt,rule_return,ml_return,rule_fee_cost_usdt,ml_fee_cost_usdt,rule_funding_cost_usdt,ml_funding_cost_usdt
2026-09-22T15:07:46.598908,499.93142093763765,499.90988284575656,-0.00013715812472474666,-0.0001802343084868952,0.06857906236237334,0.0901171542434476,0.0,0.0
