Date,equity,vix
2025-01-28,6097.0,16.40999984741211
2025-01-29,6067.5,16.559999465942383
2025-01-30,6099.25,15.84000015258789
2025-01-31,6067.25,16.43000030517578
2025-02-03,6022.25,18.6200008392334
2025-02-04,6063.0,17.209999084472656
2025-02-05,6086.5,15.770000457763672
2025-02-06,6106.0,15.5
2025-02-07,6049.5,16.540000915527344
2025-02-10,6088.75,15.8100004196167
2025-02-11,6092.25,16.020000457763672
2025-02-12,6072.75,15.890000343322754
2025-02-13,6135.25,15.100000381469727
2025-02-14,6132.0,14.770000457763672
2025-02-18,6146.75,15.350000381469727
2025-02-19,6163.0,15.270000457763672
2025-02-20,6136.5,15.65999984741211
2025-02-21,6029.0,18.209999084472656
2025-02-24,6000.75,18.979999542236328
2025-02-25,5970.0,19.43000030517578
2025-02-26,5970.75,19.100000381469727
2025-02-27,5876.25,21.1299991607666
2025-02-28,5963.25,19.6299991607666
2025-03-03,5860.75,22.780000686645508
2025-03-04,5789.5,23.510000228881836
2025-03-05,5851.25,21.93000030517578
2025-03-06,5746.25,24.8700008392334
2025-03-07,5776.0,23.3700008392334
2025-03-10,5620.75,27.860000610351562
2025-03-11,5577.0,26.920000076293945
2025-03-12,5604.75,24.229999542236328
2025-03-13,5527.5,24.65999984741211
2025-03-14,5640.0,21.770000457763672
2025-03-17,5680.25,20.510000228881836
2025-03-18,5618.0,21.700000762939453
2025-03-19,5678.5,19.899999618530273
2025-03-20,5662.5,19.799999237060547
2025-03-21,5617.7998046875,19.280000686645508
2025-03-24,5815.5,17.479999542236328
2025-03-25,5826.5,17.149999618530273
2025-03-26,5759.5,18.329999923706055
2025-03-27,5739.25,18.690000534057617
2025-03-28,5623.0,21.649999618530273
2025-03-31,5653.25,22.280000686645508
2025-04-01,5674.5,21.770000457763672
2025-04-02,5712.25,21.510000228881836
2025-04-03,5432.75,30.020000457763672
2025-04-04,5110.25,45.310001373291016
2025-04-07,5097.25,46.97999954223633
2025-04-08,5020.25,52.33000183105469
2025-04-09,5491.0,33.619998931884766
2025-04-10,5302.0,40.720001220703125
2025-04-11,5391.25,37.560001373291016
2025-04-14,5440.75,30.889999389648438
2025-04-15,5428.25,30.1200008392334
2025-04-16,5305.75,32.63999938964844
2025-04-17,5312.75,29.649999618530273
2025-04-21,5184.75,33.81999969482422
2025-04-22,5314.75,30.56999969482422
2025-04-23,5401.75,28.450000762939453
2025-04-24,5511.25,26.469999313354492
2025-04-25,5549.75,24.84000015258789
2025-04-28,5553.0,25.149999618530273
2025-04-29,5583.75,24.170000076293945
2025-04-30,5587.0,24.700000762939453
2025-05-01,5623.25,24.600000381469727
2025-05-02,5709.0,22.68000030517578
2025-05-05,5671.75,23.639999389648438
2025-05-06,5625.75,24.760000228881836
2025-05-07,5652.0,23.549999237060547
2025-05-08,5684.5,22.479999542236328
2025-05-09,5678.0,21.899999618530273
2025-05-12,5865.0,18.389999389648438
2025-05-13,5904.5,18.219999313354492
2025-05-14,5908.5,18.6200008392334
2025-05-15,5933.25,17.829999923706055
2025-05-16,5975.5,17.239999771118164
2025-05-19,5982.5,18.139999389648438
2025-05-20,5959.75,18.09000015258789
2025-05-21,5861.25,20.8700008392334
2025-05-22,5856.75,20.280000686645508
2025-05-23,5817.0,22.290000915527344
2025-05-27,5934.25,18.959999084472656
2025-05-28,5902.75,19.309999465942383
2025-05-29,5922.75,19.18000030517578
2025-05-30,5916.0,18.56999969482422
2025-06-02,5947.25,18.360000610351562
2025-06-03,5981.5,17.690000534057617
2025-06-04,5981.0,17.610000610351562
2025-06-05,5946.0,18.479999542236328
2025-06-06,6006.75,16.770000457763672
2025-06-09,6010.25,17.15999984741211
2025-06-10,6045.0,16.950000762939453
2025-06-11,6029.0,17.260000228881836
2025-06-12,6049.5,18.020000457763672
2025-06-13,5979.25,20.81999969482422
2025-06-16,6035.75,19.110000610351562
2025-06-17,5985.0,21.600000381469727
2025-06-18,5981.5,20.139999389648438
2025-06-20,6010.2099609375,20.6200008392334
2025-06-23,6077.0,19.829999923706055
2025-06-24,6146.25,17.479999542236328
2025-06-25,6147.0,16.760000228881836
2025-06-26,6195.0,16.59000015258789
2025-06-27,6223.75,16.31999969482422
2025-06-30,6253.75,16.729999542236328
2025-07-01,6248.75,16.829999923706055
2025-07-02,6275.0,16.639999389648438
2025-07-03,6324.25,16.3799991607666
2025-07-04,6283.5,16.3799991607666
2025-07-07,6276.0,17.790000915527344
2025-07-08,6272.0,16.809999465942383
2025-07-09,6307.25,15.9399995803833
2025-07-10,6324.25,15.779999732971191
2025-07-11,6300.0,16.399999618530273
2025-07-14,6311.0,17.200000762939453
2025-07-15,6284.0,17.3799991607666
2025-07-16,6303.25,17.15999984741211
2025-07-17,6340.5,16.520000457763672
2025-07-18,6334.75,16.40999984741211
2025-07-21,6344.75,16.649999618530273
2025-07-22,6346.75,16.5
2025-07-23,6396.25,15.369999885559082
2025-07-24,6401.5,15.390000343322754
2025-07-25,6425.0,14.930000305175781
2025-07-28,6422.75,15.029999732971191
2025-07-29,6406.0,15.979999542236328
2025-07-30,6396.25,15.479999542236328
2025-07-31,6374.25,16.719999313354492
2025-08-01,6264.5,20.3799991607666
2025-08-04,6356.0,17.520000457763672
2025-08-05,6325.25,17.850000381469727
2025-08-06,6371.0,16.770000457763672
2025-08-07,6366.5,16.56999969482422
2025-08-08,6413.5,15.149999618530273
2025-08-11,6399.75,16.25
2025-08-12,6468.5,14.729999542236328
2025-08-13,6488.75,14.489999771118164
2025-08-14,6490.5,14.829999923706055
2025-08-15,6471.5,15.09000015258789
2025-08-18,6469.25,14.989999771118164
2025-08-19,6432.5,15.569999694824219
2025-08-20,6413.25,15.6899995803833
2025-08-21,6388.25,16.600000381469727
2025-08-22,6483.25,14.220000267028809
2025-08-25,6455.5,14.789999961853027
2025-08-26,6482.5,14.619999885559082
2025-08-27,6496.0,14.850000381469727
2025-08-28,6517.5,14.430000305175781
2025-08-29,6472.75,15.359999656677246
2025-09-02,6425.5,17.170000076293945
2025-09-03,6457.25,16.350000381469727
2025-09-04,6510.75,15.300000190734863
2025-09-05,6489.75,15.180000305175781
2025-09-08,6506.0,15.109999656677246
2025-09-09,6521.75,15.039999961853027
2025-09-10,6539.75,15.350000381469727
2025-09-11,6592.5,14.710000038146973
2025-09-12,6588.25,14.760000228881836
2025-09-15,6621.5,15.6899995803833
2025-09-16,6610.75,16.360000610351562
2025-09-17,6601.25,15.720000267028809
2025-09-18,6635.0,15.699999809265137
2025-09-19,6658.77001953125,15.449999809265137
2025-09-22,6752.5,16.100000381469727
2025-09-23,6715.0,16.639999389648438
2025-09-24,6692.25,16.18000030517578
2025-09-25,6659.75,16.739999771118164
2025-09-26,6696.5,15.289999961853027
2025-09-29,6713.5,16.1200008392334
2025-09-30,6738.75,16.280000686645508
2025-10-01,6761.5,16.290000915527344
2025-10-02,6766.75,16.6299991607666
2025-10-03,6764.0,16.649999618530273
2025-10-06,6788.75,16.3700008392334
2025-10-07,6761.5,17.239999771118164
2025-10-08,6801.25,16.299999237060547
2025-10-09,6779.25,16.43000030517578
2025-10-10,6595.25,21.65999984741211
2025-10-13,6694.75,19.030000686645508
2025-10-14,6686.5,20.809999465942383
2025-10-15,6715.0,20.639999389648438
2025-10-16,6668.75,25.309999465942383
2025-10-17,6702.5,20.780000686645508
2025-10-20,6773.75,18.229999542236328
2025-10-21,6773.25,17.8700008392334
2025-10-22,6737.0,18.600000381469727
2025-10-23,6775.0,17.299999237060547
2025-10-24,6827.0,16.3700008392334
2025-10-27,6908.25,15.789999961853027
2025-10-28,6925.75,16.420000076293945
2025-10-29,6922.75,16.920000076293945
2025-10-30,6855.5,16.90999984741211
2025-10-31,6874.0,17.440000534057617
2025-11-03,6882.75,17.170000076293945
2025-11-04,6801.75,19.0
2025-11-05,6825.25,18.010000228881836
2025-11-06,6747.5,19.5
2025-11-07,6753.75,19.079999923706055
2025-11-10,6856.75,17.600000381469727
2025-11-11,6871.5,17.280000686645508
2025-11-12,6875.75,17.510000228881836
2025-11-13,6760.0,20.0
2025-11-14,6755.25,19.829999923706055
2025-11-17,6692.0,22.3799991607666
2025-11-18,6639.75,24.690000534057617
2025-11-19,6661.5,23.65999984741211
2025-11-20,6557.5,26.420000076293945
2025-11-21,6620.25,23.43000030517578
2025-11-24,6721.25,20.520000457763672
2025-11-25,6781.5,18.559999465942383
2025-11-26,6828.0,17.190000534057617
2025-11-28,6859.5,16.350000381469727
2025-12-01,6826.75,17.239999771118164
2025-12-02,6840.25,16.59000015258789
2025-12-03,6862.0,16.079999923706055
2025-12-04,6866.75,15.779999732971191
2025-12-05,6878.25,15.40999984741211
2025-12-08,6855.75,16.65999984741211
2025-12-09,6848.25,16.93000030517578
2025-12-10,6891.75,15.770000457763672
2025-12-11,6907.25,14.850000381469727
2025-12-12,6830.75,15.739999771118164
2025-12-15,6823.0,16.5
2025-12-16,6801.0,16.479999542236328
2025-12-17,6726.5,17.6200008392334
2025-12-18,6778.25,16.8700008392334
2025-12-19,6796.5400390625,14.90999984741211
2025-12-22,6930.25,14.079999923706055
2025-12-23,6961.0,14.0
2025-12-24,6982.5,13.470000267028809
2025-12-26,6979.25,13.600000381469727
2025-12-29,6955.0,14.199999809265137
2025-12-30,6944.25,14.329999923706055
2025-12-31,6892.5,14.949999809265137
2026-01-02,6900.5,14.510000228881836
2026-01-05,6943.75,14.899999618530273
2026-01-06,6987.75,14.75
2026-01-07,6963.25,15.380000114440918
2026-01-08,6962.0,15.449999809265137
2026-01-09,7005.0,14.489999771118164
2026-01-12,7016.5,15.119999885559082
2026-01-13,7001.75,15.979999542236328
2026-01-14,6966.25,16.75
2026-01-15,6981.75,15.84000015258789
2026-01-16,6976.75,15.859999656677246
2026-01-20,6829.5,20.09000015258789
2026-01-21,6910.0,16.899999618530273
2026-01-22,6945.0,15.640000343322754
2026-01-23,6945.75,16.09000015258789
2026-01-26,6981.25,16.149999618530273
2026-01-27,7008.5,16.350000381469727
2026-01-28,7007.25,16.350000381469727
2026-01-29,6992.75,16.8799991607666
2026-01-30,6965.75,17.440000534057617
2026-02-02,7002.5,16.34000015258789
2026-02-03,6941.75,18.0
2026-02-04,6906.25,18.639999389648438
2026-02-05,6820.75,21.770000457763672
2026-02-06,6952.75,20.3700008392334
2026-02-09,6983.25,17.360000610351562
2026-02-10,6961.5,17.790000915527344
2026-02-11,6960.5,17.649999618530273
2026-02-12,6851.0,20.81999969482422
2026-02-13,6850.5,20.600000381469727
2026-02-17,6860.5,20.290000915527344
2026-02-18,6894.25,19.6200008392334
2026-02-19,6877.0,20.229999542236328
2026-02-20,6923.25,19.09000015258789
2026-02-23,6851.5,21.010000228881836
2026-02-24,6903.75,19.549999237060547
2026-02-25,6959.75,17.93000030517578
2026-02-26,6920.0,18.6299991607666
2026-02-27,6889.0,19.860000610351562
2026-03-02,6888.25,21.440000534057617
2026-03-03,6824.75,23.56999969482422
2026-03-04,6876.0,21.149999618530273
2026-03-05,6835.25,23.75
2026-03-06,6743.75,29.489999771118164
2026-03-09,6801.0,25.5
2026-03-10,6787.25,24.93000030517578
2026-03-11,6779.5,24.229999542236328
2026-03-12,6677.5,27.290000915527344
2026-03-13,6636.0,27.190000534057617
2026-03-16,6704.75,23.510000228881836
2026-03-17,6721.75,22.3700008392334
2026-03-18,6626.0,25.09000015258789
2026-03-19,6609.25,24.059999465942383
2026-03-20,6594.6298828125,26.780000686645508
2026-03-23,6634.75,26.149999618530273
2026-03-24,6606.0,26.950000762939453
2026-03-25,6640.75,25.329999923706055
2026-03-26,6525.0,27.440000534057617
2026-03-27,6412.25,31.049999237060547
2026-03-30,6388.25,30.610000610351562
2026-03-31,6570.75,25.25
2026-04-01,6617.75,24.540000915527344
2026-04-02,6622.25,23.8700008392334
2026-04-06,6651.0,24.170000076293945
2026-04-07,6656.75,25.780000686645508
2026-04-08,6823.75,21.040000915527344
2026-04-09,6863.25,19.489999771118164
2026-04-10,6855.25,19.229999542236328
2026-04-13,6922.75,19.1200008392334
2026-04-14,7004.75,18.360000610351562
2026-04-15,7060.5,18.170000076293945
2026-04-16,7077.0,17.940000534057617
2026-04-17,7161.5,17.479999542236328
2026-04-20,7148.0,18.8700008392334
2026-04-21,7100.0,19.5
2026-04-22,7171.25,18.920000076293945
2026-04-23,7143.5,19.309999465942383
2026-04-24,7194.75,18.709999084472656
2026-04-27,7206.0,18.020000457763672
2026-04-28,7171.0,17.829999923706055
2026-04-29,7168.0,18.809999465942383
2026-04-30,7243.75,16.889999389648438
2026-05-01,7258.0,16.989999771118164
2026-05-04,7230.25,18.290000915527344
2026-05-05,7287.25,17.3799991607666
2026-05-06,7389.5,17.389999389648438
2026-05-07,7363.0,17.079999923706055
2026-05-08,7419.0,17.190000534057617
2026-05-11,7436.75,18.3799991607666
2026-05-12,7426.5,17.989999771118164
2026-05-13,7469.5,17.8700008392334
2026-05-14,7525.5,17.260000228881836
2026-05-15,7432.25,18.43000030517578
2026-05-18,7425.75,17.81999969482422
2026-05-19,7378.0,18.059999465942383
2026-05-20,7451.75,17.440000534057617
2026-05-21,7466.0,16.760000228881836
2026-05-22,7491.0,16.700000762939453
2026-05-25,7491.0,16.59000015258789
2026-05-26,7537.0,17.010000228881836
2026-05-27,7540.0,16.290000915527344
2026-05-28,7581.75,15.739999771118164
2026-05-29,7595.75,15.319999694824219
2026-06-01,7613.25,16.049999237060547
2026-06-02,7623.75,15.770000457763672
2026-06-03,7571.75,16.059999465942383
2026-06-04,7601.0,15.399999618530273
2026-06-05,7400.5,21.510000228881836
2026-06-08,7416.0,18.920000076293945
2026-06-09,7392.75,19.8700008392334
2026-06-10,7278.5,22.219999313354492
2026-06-11,7396.0,19.440000534057617
2026-06-12,7435.0,17.68000030517578
2026-06-15,7561.25,16.200000762939453
2026-06-16,7518.5,16.40999984741211
2026-06-17,7424.5,18.440000534057617
2026-06-18,7508.43017578125,16.399999618530273
2026-06-22,7541.25,17.280000686645508
2026-06-23,7437.5,19.489999771118164
2026-06-24,7428.25,18.6299991607666
2026-06-25,7423.25,18.889999389648438
2026-06-26,7401.75,18.40999984741211
2026-06-29,7500.25,17.649999618530273
2026-06-30,7548.25,16.450000762939453
2026-07-01,7543.5,16.59000015258789
2026-07-02,7528.25,16.149999618530273
2026-07-06,7591.5,15.569999694824219
2026-07-07,7551.25,16.1299991607666
2026-07-08,7528.75,16.899999618530273
2026-07-09,7588.75,15.84000015258789
2026-07-10,7620.25,15.029999732971191
2026-07-13,7563.0,17.15999984741211
2026-07-14,7591.25,16.5
2026-07-15,7614.75,15.670000076293945
2026-07-16,7577.75,16.729999542236328
2026-07-17,7497.75,18.770000457763672
2026-07-20,7484.25,18.649999618530273
2026-07-21,7545.75,17.049999237060547
2026-07-22,7540.25,16.639999389648438
2026-07-23,7445.0,18.700000762939453
2026-07-24,7447.5,18.579999923706055
2026-07-27,7448.25,18.670000076293945
2026-07-28,7465.25,18.209999084472656
2026-07-29,7351.25,20.65999984741211
2026-07-30,7472.5,17.09000015258789
2026-07-31,7519.25,15.989999771118164
2026-08-03,7628.25,15.859999656677246
2026-08-04,7765.5,16.5
2026-08-05,7749.5,15.8100004196167
2026-08-06,7734.75,15.149999618530273
2026-08-07,7779.75,14.899999618530273
2026-08-10,7776.75,15.460000038146973
2026-08-11,7747.5,15.279999732971191
2026-08-12,7770.5,14.550000190734863
2026-08-13,7822.5,14.630000114440918
2026-08-14,7805.0,14.25
2026-08-17,7768.75,15.1899995803833
2026-08-18,7714.0,15.84000015258789
2026-08-19,7729.0,14.890000343322754
2026-08-20,7662.5,16.010000228881836
2026-08-21,7691.25,15.130000114440918
2026-08-24,7669.75,15.850000381469727
2026-08-25,7692.0,15.449999809265137
2026-08-26,7690.0,15.210000038146973
2026-08-27,7742.5,14.510000228881836
2026-08-28,7722.0,14.430000305175781
2026-08-31,7699.0,14.920000076293945
2026-09-01,7642.75,16.34000015258789
2026-09-02,7676.5,15.199999809265137
2026-09-03,7754.75,14.319999694824219
2026-09-04,7722.0,14.529999732971191
2026-09-07,7722.0,15.300000190734863
2026-09-08,7680.5,15.720000267028809
2026-09-09,7643.75,16.459999084472656
2026-09-10,7598.5,17.84000015258789
2026-09-11,7659.5,15.84000015258789
2026-09-14,7625.0,17.100000381469727
2026-09-15,7589.25,17.200000762939453
2026-09-16,7556.5,17.709999084472656
2026-09-17,7640.0,15.4399995803833
2026-09-18,7657.35009765625,14.8100004196167
2026-09-21,7841.25,15.020000457763672
