Date,equity,vix,world
2019-08-12,2880.25,21.09000015258789,79.18395233154297
2019-08-13,2932.0,17.520000457763672,80.273193359375
2019-08-14,2840.75,22.100000381469727,78.03221893310547
2019-08-15,2848.5,21.18000030517578,78.21076965332031
2019-08-16,2891.5,18.469999313354492,79.01431274414062
2019-08-19,2923.75,16.8799991607666,79.81785583496094
2019-08-20,2898.25,17.5,79.38037109375
2019-08-21,2929.25,15.800000190734863,80.0946273803711
2019-08-22,2922.25,16.68000030517578,79.85356903076172
2019-08-23,2855.5,19.8700008392334,78.13934326171875
2019-08-26,2883.25,19.31999969482422,78.96075439453125
2019-08-27,2865.5,20.309999465942383,78.78218078613281
2019-08-28,2889.75,19.350000381469727,79.08573913574219
2019-08-29,2926.75,17.8799991607666,80.01427459716797
2019-08-30,2924.75,18.979999542236328,80.21068572998047
2019-09-03,2906.0,19.65999984741211,79.7196273803711
2019-09-04,2938.5,17.329999923706055,80.66602325439453
2019-09-05,2972.0,16.270000457763672,81.57669830322266
2019-09-06,2980.75,15.0,81.71061706542969
2019-09-09,2978.25,15.270000457763672,81.73741149902344
2019-09-10,2978.5,15.199999809265137,81.94274139404297
2019-09-11,3002.0,14.609999656677246,82.21058654785156
2019-09-12,3011.75,14.220000267028809,82.64808654785156
2019-09-13,3006.5,13.739999771118164,82.63023376464844
2019-09-16,2999.0,14.670000076293945,82.3980941772461
2019-09-17,3005.5,14.4399995803833,82.67486572265625
2019-09-18,3006.25,13.949999809265137,82.72843170166016
2019-09-19,3006.0,14.050000190734863,82.82662200927734
2019-09-20,3013.610107421875,15.319999694824219,82.47843933105469
2019-09-23,2997.0,14.90999984741211,82.33557891845703
2019-09-24,2970.25,17.049999237060547,81.84455108642578
2019-09-25,2986.25,15.960000038146973,82.07667541503906
2019-09-26,2980.5,16.06999969482422,82.12132263183594
2019-09-27,2963.75,17.219999313354492,81.76419067382812
2019-09-30,2978.5,16.239999771118164,81.94274139404297
2019-10-01,2937.75,18.559999465942383,81.08563995361328
2019-10-02,2880.5,20.559999465942383,79.47856903076172
2019-10-03,2911.75,19.1200008392334,80.26425170898438
2019-10-04,2951.0,17.040000915527344,81.05884552001953
2019-10-07,2937.5,17.860000610351562,81.01421356201172
2019-10-08,2892.5,20.280000686645508,79.85356903076172
2019-10-09,2919.0,18.639999389648438,80.33570098876953
2019-10-10,2941.0,17.56999969482422,81.0409927368164
2019-10-11,2970.75,15.579999923706055,82.09452819824219
2019-10-14,2965.5,14.569999694824219,81.95166778564453
2019-10-15,2997.75,13.539999961853027,82.77306365966797
2019-10-16,2991.5,13.680000305175781,82.59451293945312
2019-10-17,2998.0,13.789999961853027,83.0855484008789
2019-10-18,2988.25,14.25,82.7195053100586
2019-10-21,3006.5,14.0,83.21054077148438
2019-10-22,2994.5,14.460000038146973,82.84449768066406
2019-10-23,3005.75,14.010000228881836,83.24625396728516
2019-10-24,3004.25,13.710000038146973,83.4694595336914
2019-10-25,3020.25,12.649999618530273,83.6748275756836
2019-10-28,3036.25,13.109999656677246,84.01409149169922
2019-10-29,3035.75,13.199999809265137,84.1123046875
2019-10-30,3047.75,12.329999923706055,84.42477416992188
2019-10-31,3035.75,13.220000267028809,84.03195190429688
2019-11-01,3063.25,12.300000190734863,84.91582489013672
2019-11-04,3075.75,12.829999923706055,85.1926040649414
2019-11-05,3072.0,13.100000381469727,85.2193832397461
2019-11-06,3075.5,12.619999885559082,85.24617004394531
2019-11-07,3086.0,12.729999542236328,85.40689849853516
2019-11-08,3090.5,12.069999694824219,85.49616241455078
2019-11-11,3087.5,12.6899995803833,85.4426040649414
2019-11-12,3092.0,12.680000305175781,85.5765151977539
2019-11-13,3095.5,13.0,85.53189086914062
2019-11-14,3097.0,13.050000190734863,85.41581726074219
2019-11-15,3118.25,12.050000190734863,86.13897705078125
2019-11-18,3121.75,12.460000038146973,86.05863189697266
2019-11-19,3118.5,12.859999656677246,86.13006591796875
2019-11-20,3109.0,12.779999732971191,85.71936798095703
2019-11-21,3104.0,13.130000114440918,85.50509643554688
2019-11-22,3111.5,12.34000015258789,85.68364715576172
2019-11-25,3132.75,11.869999885559082,86.36219787597656
2019-11-26,3143.75,11.539999961853027,86.43362426757812
2019-11-27,3153.75,11.75,86.91574096679688
2019-11-29,3143.75,12.619999885559082,86.38899230957031
2019-12-02,3114.25,14.90999984741211,85.84434509277344
2019-12-03,3091.0,15.960000038146973,85.36223602294922
2019-12-04,3111.0,14.800000190734863,85.94255828857422
2019-12-05,3117.75,14.520000457763672,86.0497055053711
2019-12-06,3146.0,13.619999885559082,86.69254302978516
2019-12-09,3134.5,15.859999656677246,86.38005065917969
2019-12-10,3136.0,15.680000305175781,86.3443374633789
2019-12-11,3143.0,14.989999771118164,86.7371826171875
2019-12-12,3168.0,13.9399995803833,87.27287292480469
2019-12-13,3172.0,12.630000114440918,87.66571807861328
2019-12-16,3194.25,12.140000343322754,88.3731460571289
2019-12-17,3192.0,12.289999961853027,88.11181640625
2019-12-18,3194.75,12.579999923706055,88.05772399902344
2019-12-19,3207.0,12.5,88.35514831542969
2019-12-20,3231.02001953125,12.510000228881836,88.7787094116211
2019-12-23,3227.25,12.609999656677246,88.75165557861328
2019-12-24,3225.75,12.670000076293945,88.79673767089844
2019-12-26,3244.5,12.649999618530273,89.13018035888672
2019-12-27,3237.5,13.430000305175781,89.28337860107422
2019-12-30,3223.5,14.819999694824219,88.61650085449219
2019-12-31,3231.0,13.779999732971191,89.02204895019531
2020-01-02,3259.0,12.470000267028809,89.69794464111328
2020-01-03,3235.5,14.020000457763672,88.94092559814453
2020-01-06,3243.5,13.850000381469727,89.44560241699219
2020-01-07,3235.25,13.789999961853027,89.21129608154297
2020-01-08,3260.25,13.449999809265137,89.46363067626953
2020-01-09,3276.0,12.539999961853027,89.9773178100586
2020-01-10,3264.75,12.5600004196167,89.6168441772461
2020-01-13,3289.75,12.319999694824219,90.1936264038086
2020-01-14,3288.0,12.390000343322754,90.01337432861328
2020-01-15,3293.75,12.420000076293945,90.13951873779297
2020-01-16,3316.5,12.319999694824219,90.86051177978516
2020-01-17,3325.0,12.100000381469727,91.16693878173828
2020-01-21,3319.5,12.850000381469727,90.68928527832031
2020-01-22,3319.75,12.90999984741211,90.85150146484375
2020-01-23,3326.0,12.979999542236328,90.77941131591797
2020-01-24,3293.5,14.5600004196167,90.17557525634766
