target,timeframe,horizon,feature_set_id,model_id,split_id,metric_roc_auc,metric_pr_auc,metric_log_loss,metric_brier_score,metric_balanced_accuracy,metric_accuracy,metric_mean_forward_return
BTC/USDT,1h,2h,crypto_core_v1,hist_gradient_boosting,wf_2024,0.5626201396323818,0.5704722880746753,0.6869278938963183,0.24690283940161173,0.5428091544764969,0.5445127504553734,0.00021250732299260458
BTC/USDT,1h,2h,crypto_core_v1,logistic_regression,wf_2022,0.5462058943285758,0.5285363260160072,0.6909123469244267,0.24886260068295557,0.5357956258273036,0.5356164383561643,-0.00018920254211381577
BTC/USDT,1h,2h,crypto_core_v1,logistic_regression,wf_2023,0.5638978154163163,0.5741624549156992,0.6872046802100512,0.24704648752675526,0.5491906962941816,0.5490352779997717,0.0002347045604540087
BTC/USDT,1h,2h,crypto_core_v1,logistic_regression,wf_2024,0.5451669482856948,0.556584147992278,0.6902527044746745,0.24855620483853236,0.5323161727382401,0.530851548269581,0.00021250732299260458
BTC/USDT,1h,2h,crypto_core_v1,random_forest,wf_2022,0.5563224217153866,0.5406573251051479,0.6898736025206818,0.2483155981913784,0.53957876116731,0.539269406392694,-0.00018920254211381577
BTC/USDT,1h,2h,crypto_core_v1,random_forest,wf_2023,0.5710611058626678,0.5726139052416106,0.6857801633442616,0.246327359995243,0.5519772753880143,0.5523461582372416,0.0002347045604540087
BTC/USDT,1h,2h,crypto_core_v1,random_forest,wf_2024,0.5633321541250181,0.5700181348253165,0.6876280877117295,0.2472444399105669,0.5443674533522422,0.5438296903460837,0.00021250732299260458
BTC/USDT,1h,2h,crypto_core_v1+crypto_context_proxy_v1,hist_gradient_boosting,wf_2022,0.5357603091272063,0.5182419757297796,0.7018489418953673,0.2540208816693251,0.5226525224021257,0.5211187214611872,-0.00018920254211381577
BTC/USDT,1h,2h,crypto_core_v1+crypto_context_proxy_v1,hist_gradient_boosting,wf_2023,0.5627307410822895,0.5642468378028828,0.6877320848142436,0.24728701206012102,0.5524891812157064,0.5523461582372416,0.0002347045604540087
BTC/USDT,1h,2h,crypto_core_v1+crypto_context_proxy_v1,hist_gradient_boosting,wf_2024,0.5621904967435788,0.5675486703067238,0.6885324374650781,0.24769785095534316,0.5444977787078575,0.5428051001821493,0.00021250732299260458
BTC/USDT,1h,2h,crypto_core_v1+crypto_context_proxy_v1,logistic_regression,wf_2022,0.5416462607381665,0.5262900450730266,0.6961980214762722,0.2514509026084934,0.5217853996747944,0.5237442922374429,-0.00018920254211381577
BTC/USDT,1h,2h,crypto_core_v1+crypto_context_proxy_v1,logistic_regression,wf_2023,0.5598211939864317,0.570380533789563,0.6875781438255372,0.2472321449943039,0.544262115817598,0.5438977052174906,0.0002347045604540087
BTC/USDT,1h,2h,crypto_core_v1+crypto_context_proxy_v1,logistic_regression,wf_2024,0.5437339402934444,0.5539346392090303,0.692357779959803,0.2495978267490673,0.5318252338538251,0.5275500910746812,0.00021250732299260458
BTC/USDT,1h,2h,crypto_core_v1+crypto_context_proxy_v1,random_forest,wf_2022,0.5481707539252753,0.531713717365568,0.6918929981093417,0.24932646989623064,0.5362687392886795,0.5353881278538812,-0.00018920254211381577
BTC/USDT,1h,2h,crypto_core_v1+crypto_context_proxy_v1,random_forest,wf_2023,0.5751760732753646,0.579649737020536,0.6850976897141661,0.24599210977929112,0.5554845241873938,0.5547436922023062,0.0002347045604540087
BTC/USDT,1h,2h,crypto_core_v1+crypto_context_proxy_v1,random_forest,wf_2024,0.5586603716042486,0.5678437654745142,0.6904425279940974,0.24863878170995163,0.5400302815712785,0.5364298724954463,0.00021250732299260458
BTC/USDT,1h,3d,crypto_core_v1,hist_gradient_boosting,wf_2022,0.48312053336575744,0.4620186013497919,0.7303829449355342,0.2676053841861818,0.4881882287921768,0.4712328767123288,-0.006866674626530365
